customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Country,Region,ProfitabilityScore,CPI,CLV
5404-Ggukr,Male,0,No,No,5,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,51.35,262.3,No,Singapore,Asia,16.66,0.1666,308.09999999999997
3308-Jsgml,Male,1,Yes,No,59,No,No Phone Service,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),64.05,3886.85,No,Australia,Oceania,62.39,0.6239,4534.74
2126-Gsegl,Female,0,Yes,No,70,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),84.8,5917.55,No,Singapore,Asia,80.75,0.8075,7123.2
3677-Tnkio,Female,0,No,No,14,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),71.0,914.0,Yes,Singapore,Asia,28.87,0.14435,795.2
0440-Qexbz,Female,0,No,No,44,Yes,Yes,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,50.15,2139.1,No,Canada,North America,44.5,0.445,2647.9199999999996
2434-Eevdb,Female,0,Yes,No,64,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Two Year,Yes,Credit Card (Automatic),94.6,5948.7,No,Singapore,Asia,80.0,0.8,7265.28
6762-Qvyjo,Female,0,Yes,Yes,58,No,No Phone Service,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,59.75,3624.35,No,Australia,Oceania,59.84,0.5984,4158.599999999999
6199-Iwkgc,Female,1,Yes,No,46,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,One Year,No,Electronic Check,100.25,4753.85,No,Australia,Oceania,67.3,0.6729999999999999,5533.8
2675-Dhutr,Male,1,Yes,No,58,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,98.9,5780.7,No,India,Asia,77.18,0.7718,6883.4400000000005
8152-Vetur,Female,0,Yes,No,72,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),97.7,6869.7,No,Singapore,Asia,88.41,0.8841,8441.28
9667-Eqrxu,Female,1,No,No,30,No,No Phone Service,Dsl,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,40.3,1172.95,Yes,Canada,North America,30.9,0.1545,967.2
7446-Ypode,Male,1,No,No,11,Yes,Yes,Dsl,Yes,Yes,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),60.25,662.95,No,Singapore,Asia,23.62,0.23620000000000002,795.3
9522-Bnthx,Female,1,No,No,34,No,No Phone Service,Dsl,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,56.25,1765.95,No,UK,Europe,39.2,0.392,2295.0
4676-Wluht,Male,0,No,No,54,No,No Phone Service,Dsl,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Transfer (Automatic),46.2,2431.95,No,UK,Europe,50.07,0.5007,2993.76
3329-Wdiok,Female,0,No,No,3,No,No Phone Service,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,50.6,155.35,Yes,Canada,North America,14.99,0.07495,121.44000000000001
7980-Mhflq,Female,0,Yes,Yes,72,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,24.9,1859.2,No,India,Asia,52.71,0.5271,2151.3599999999997
2873-Zliwt,Female,0,Yes,Yes,40,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,84.85,3303.05,Yes,India,Asia,55.07,0.27535,2715.2000000000003
3415-Taile,Female,0,Yes,Yes,2,Yes,No,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,No,Mailed Check,65.7,134.35,Yes,Australia,Oceania,18.17,0.09085000000000001,105.12
0757-Wcuuz,Male,0,Yes,Yes,54,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,Two Year,No,Credit Card (Automatic),63.35,3409.1,No,Australia,Oceania,57.78,0.5778,4105.08
1629-Dqqvb,Female,0,No,No,14,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),50.1,709.5,No,USA,North America,22.89,0.2289,841.68
1915-Iofgu,Female,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,70.5,70.5,Yes,Canada,North America,18.61,0.09305,56.400000000000006
3045-Xetsh,Female,0,No,No,10,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,94.85,953.45,Yes,Singapore,Asia,32.81,0.16405,758.8000000000001
0374-Aacsz,Female,0,No,No,1,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Electronic Check,50.15,50.15,No,Canada,North America,13.4,0.134,60.17999999999999
7239-Hzzcx,Male,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.75,19.75,Yes,USA,North America,5.61,0.028050000000000002,15.8
4872-Vxril,Male,0,No,No,56,Yes,Yes,Dsl,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Transfer (Automatic),64.65,3665.55,No,Australia,Oceania,60.11,0.6011,4344.4800000000005
9140-Czqzz,Female,0,Yes,No,68,Yes,No,Dsl,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),79.6,5515.8,No,Canada,North America,76.94,0.7694,6495.359999999999
3423-Hhxao,Female,0,Yes,Yes,14,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,19.5,272.0,No,Canada,North America,13.64,0.1364,327.59999999999997
9938-Tkdgl,Male,0,Yes,Yes,68,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Electronic Check,99.55,6668.0,No,Australia,Oceania,85.96,0.8595999999999999,8123.279999999999
0531-Zzjwq,Male,1,Yes,No,55,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.0,4052.4,No,USA,North America,63.25,0.6325,4884.0
6537-Qlgex,Female,0,No,No,16,No,No Phone Service,Dsl,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,38.9,664.4,No,Australia,Oceania,21.01,0.2101,746.88
2688-Bhgog,Male,1,No,No,9,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,79.55,718.55,No,India,Asia,27.58,0.2758,859.1399999999999
7683-Cbdkj,Male,0,Yes,Yes,14,Yes,No,Dsl,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,65.45,937.6,Yes,Singapore,Asia,27.55,0.13775,733.0400000000001
0946-Cljti,Male,1,Yes,No,58,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,98.7,5812.6,Yes,Australia,Oceania,77.24,0.3862,4579.68
3160-Tyxlt,Male,0,No,No,53,No,No Phone Service,Dsl,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),46.3,2546.85,No,USA,North America,49.94,0.49939999999999996,2944.6799999999994
1325-Usmec,Male,0,Yes,No,70,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Two Year,Yes,Credit Card (Automatic),99.35,6944.5,No,UK,Europe,87.98,0.8798,8345.4
0916-Qofdp,Female,1,Yes,Yes,14,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,95.8,1346.3,No,India,Asia,36.63,0.3663,1609.44
0628-Cnqrm,Male,0,Yes,Yes,22,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Transfer (Automatic),67.5,1544.05,Yes,UK,Europe,34.61,0.17305,1188.0
5606-Amzbo,Female,0,Yes,No,10,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),78.15,765.15,No,Australia,Oceania,27.94,0.27940000000000004,937.8
6199-Ipcao,Female,0,Yes,Yes,29,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,26.1,692.55,No,India,Asia,25.1,0.251,908.2800000000001
7665-Toald,Female,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.6,69.6,Yes,Singapore,Asia,18.38,0.0919,55.68
0112-Qwpnc,Male,0,Yes,No,49,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Electronic Check,84.35,4059.35,Yes,Australia,Oceania,62.55,0.31275,3306.52
0324-Brpcj,Female,1,Yes,No,68,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,100.2,6851.65,Yes,Singapore,Asia,86.76,0.4338,5450.880000000001
2777-Phdei,Female,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,No,Electronic Check,78.05,78.05,Yes,Canada,North America,20.54,0.1027,62.44
5640-Caxoa,Female,0,No,No,30,No,No Phone Service,Dsl,No,No,No,Yes,No,Yes,One Year,Yes,Credit Card (Automatic),40.35,1187.05,No,UK,Europe,30.96,0.3096,1452.6
2235-Ezaik,Female,0,Yes,No,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card (Automatic),79.2,5401.9,No,India,Asia,78.67,0.7867000000000001,6842.88
3847-Baerp,Female,0,No,No,10,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.9,247.0,No,Singapore,Asia,11.69,0.11689999999999999,250.79999999999998
1196-Amora,Male,0,No,No,7,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,73.6,520.0,Yes,USA,North America,24.28,0.12140000000000001,412.15999999999997
4282-Ymkna,Female,0,No,No,9,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.75,706.6,Yes,Singapore,Asia,26.33,0.13165,538.2
1453-Rzfon,Female,0,No,Yes,1,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Mailed Check,49.9,49.9,No,USA,North America,13.33,0.1333,59.879999999999995
8263-Oketd,Female,0,No,No,20,Yes,Yes,Dsl,No,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),68.9,1370.35,No,Australia,Oceania,33.25,0.3325,1653.6
0670-Kdoma,Female,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.25,20.25,No,India,Asia,5.74,0.0574,24.3
2476-Ygefm,Female,0,No,No,29,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),76.0,2215.25,No,Singapore,Asia,42.96,0.4296,2644.7999999999997
8687-Bafgu,Male,0,No,No,1,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,74.0,74.0,No,Singapore,Asia,19.51,0.19510000000000002,88.8
0641-Evboj,Male,0,No,No,3,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,82.3,214.4,No,India,Asia,23.2,0.23199999999999998,296.28
0829-Xxplx,Female,0,No,No,20,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),89.4,1871.15,No,Singapore,Asia,40.16,0.40159999999999996,2145.6
9974-Jfbhq,Male,0,No,Yes,64,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),99.15,6171.2,No,USA,North America,81.92,0.8192,7614.72
5356-Rhipp,Male,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.2,20.2,Yes,Singapore,Asia,5.73,0.028650000000000002,16.16
6624-Jdrds,Female,0,No,No,6,No,No Phone Service,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),29.45,161.45,No,UK,Europe,11.33,0.1133,212.04
0608-Jdvec,Male,0,Yes,No,50,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Electronic Check,19.8,1013.2,No,Australia,Oceania,36.28,0.3628,1188.0
9780-Fkvvf,Male,0,No,No,6,Yes,No,Dsl,Yes,No,No,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),59.15,336.7,No,Canada,North America,19.44,0.19440000000000002,425.87999999999994
1919-Rtpqd,Male,0,Yes,Yes,7,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,44.75,333.65,No,USA,North America,16.35,0.1635,375.9
5214-Nltit,Male,0,Yes,Yes,72,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card (Automatic),90.8,6511.8,No,UK,Europe,85.43,0.8543000000000001,7845.119999999999
3345-Pbbfh,Male,0,Yes,No,8,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),49.55,393.45,No,Australia,Oceania,18.32,0.1832,475.67999999999995
5055-Brmne,Female,0,Yes,Yes,67,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),106.7,7009.5,No,India,Asia,88.39,0.8839,8578.68
9189-Jwshv,Female,1,Yes,No,24,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,93.55,2264.05,Yes,USA,North America,44.79,0.22394999999999998,1796.1599999999999
2190-Phbhr,Female,0,Yes,No,72,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card (Automatic),94.45,6921.7,No,Canada,North America,87.77,0.8776999999999999,8160.4800000000005
2650-Gyryl,Male,0,Yes,Yes,33,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer (Automatic),19.45,600.25,No,Australia,Oceania,25.32,0.2532,770.22
0746-Jtrfu,Male,0,No,No,2,No,No Phone Service,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,25.05,56.35,Yes,Canada,North America,7.63,0.038149999999999996,40.080000000000005
5208-Fvqkb,Male,0,Yes,No,70,Yes,No,Dsl,Yes,Yes,No,Yes,No,Yes,Two Year,No,Mailed Check,67.95,4664.15,No,India,Asia,72.17,0.7217,5707.8
7184-Lruur,Female,0,No,No,22,Yes,No,Dsl,No,Yes,Yes,No,Yes,No,One Year,No,Bank Transfer (Automatic),65.25,1441.8,No,India,Asia,33.69,0.3369,1722.6
6627-Cfosn,Female,0,No,No,59,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),99.45,5623.7,No,USA,North America,77.33,0.7733,7041.06
3982-Jgsfd,Male,0,No,No,36,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card (Automatic),20.35,695.85,No,Singapore,Asia,27.54,0.2754,879.12
1574-Dycwe,Female,0,Yes,Yes,51,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.95,1028.75,No,India,Asia,36.93,0.3693,1220.9399999999998
7247-Xozpb,Male,0,Yes,No,53,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,No,One Year,No,Bank Transfer (Automatic),77.4,4155.95,No,Australia,Oceania,63.35,0.6335000000000001,4922.64
2466-Fccpt,Female,0,Yes,Yes,20,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),19.7,395.6,No,Singapore,Asia,17.45,0.1745,472.79999999999995
6211-Wwltf,Male,0,Yes,No,63,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two Year,No,Credit Card (Automatic),99.7,6330.4,No,UK,Europe,82.05,0.8205,7537.32
4826-Tzeva,Female,0,No,No,40,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),74.8,2971.7,No,Canada,North America,51.38,0.5138,3590.4
6016-Nxbnj,Male,0,No,No,35,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,19.15,638.0,No,Singapore,Asia,26.49,0.26489999999999997,804.3
9138-Efsmo,Male,0,Yes,Yes,26,Yes,No,Fiber Optic,No,No,No,No,No,Yes,One Year,No,Bank Transfer (Automatic),78.95,2034.25,No,Canada,North America,41.42,0.4142,2463.2400000000002
0576-Wnxxc,Male,1,Yes,No,27,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,95.55,2510.2,Yes,Singapore,Asia,47.81,0.23905,2063.88
4632-Xjmex,Male,0,No,Yes,53,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,One Year,No,Credit Card (Automatic),62.85,3419.5,No,UK,Europe,57.13,0.5713,3997.26
8910-Ledag,Male,1,Yes,No,34,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),71.55,2427.35,No,India,Asia,45.35,0.4535,2919.24
3452-Gwuin,Female,1,Yes,No,19,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,94.95,1760.25,No,UK,Europe,40.62,0.40619999999999995,2164.8599999999997
2716-Gfzor,Male,0,Yes,No,43,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),86.1,3551.65,No,India,Asia,57.91,0.5791,4442.759999999999
3724-Ucshy,Male,0,Yes,Yes,6,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.55,122.9,No,India,Asia,8.7,0.087,140.76000000000002
8626-Xhbie,Male,0,No,Yes,56,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,24.8,1424.2,No,Canada,North America,42.3,0.423,1666.56
4628-Cttla,Male,0,No,No,57,No,No Phone Service,Dsl,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,39.3,2111.45,Yes,Australia,Oceania,48.89,0.24445,1792.08
3192-Lnkrk,Male,0,Yes,Yes,34,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Mailed Check,84.05,2909.95,No,UK,Europe,50.17,0.5017,3429.24
4439-Yrnvd,Female,0,No,No,10,No,No Phone Service,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,No,Electronic Check,36.25,374.0,No,Singapore,Asia,16.01,0.16010000000000002,435.0
2876-Vbbbl,Female,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.25,20.25,Yes,UK,Europe,5.74,0.0287,16.2
6834-Nxdca,Female,0,No,No,13,No,No Phone Service,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,23.9,300.8,Yes,Canada,North America,14.3,0.07150000000000001,248.56
2208-Ugtgr,Male,0,No,No,56,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,98.6,5581.05,No,India,Asia,75.3,0.753,6625.919999999999
3005-Tyfrd,Female,0,Yes,No,55,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),103.65,5676.65,No,Canada,North America,76.35,0.7635,6840.9
8670-Mefcp,Female,0,Yes,Yes,36,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),92.9,3379.25,No,USA,North America,55.14,0.5514,4013.2799999999997
3079-Bchln,Male,0,Yes,No,47,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),19.9,942.95,No,USA,North America,34.4,0.344,1122.36
7777-Unyhb,Female,0,Yes,Yes,12,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Credit Card (Automatic),20.1,232.4,No,Singapore,Asia,12.55,0.1255,289.44
5597-Glbuc,Female,0,No,No,1,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,85.45,85.45,Yes,Canada,North America,22.44,0.11220000000000001,68.36
7278-Ckdnc,Male,1,No,No,24,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,80.5,2088.45,No,Singapore,Asia,40.88,0.40880000000000005,2318.4
2748-Myrvk,Female,0,No,No,63,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),99.9,6137.0,Yes,Singapore,Asia,81.44,0.4072,5034.960000000001
8450-Uyibu,Female,1,No,No,35,No,No Phone Service,Dsl,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,39.85,1434.6,No,USA,North America,34.47,0.3447,1673.7
2969-Vapyh,Female,0,No,No,67,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,One Year,No,Credit Card (Automatic),60.5,3870.0,No,Singapore,Asia,65.87,0.6587000000000001,4864.2
4822-Ycxmx,Male,0,No,No,25,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,84.8,2043.45,Yes,USA,North America,42.37,0.21184999999999998,1696.0
7181-Oqcut,Male,0,No,No,21,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-To-Month,No,Mailed Check,103.85,2215.0,No,India,Asia,45.55,0.45549999999999996,2617.02
8474-Umlnt,Female,0,No,No,13,Yes,No,Dsl,Yes,Yes,No,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),67.8,842.25,No,Canada,North America,27.26,0.2726,1057.6799999999998
9821-Pootn,Male,0,Yes,No,35,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.2,2576.2,Yes,Singapore,Asia,47.34,0.23670000000000002,2105.6
3836-Fzsdj,Male,1,Yes,No,71,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),24.85,1901.0,No,USA,North America,52.29,0.5229,2117.2200000000003
9142-Xmyjh,Female,0,No,No,29,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Credit Card (Automatic),19.35,601.6,No,UK,Europe,23.08,0.23079999999999998,673.3800000000001
6559-Ilwkj,Male,0,Yes,No,71,No,No Phone Service,Dsl,No,Yes,No,No,Yes,Yes,Two Year,No,Electronic Check,49.35,3515.25,Yes,Singapore,Asia,64.05,0.32025,2803.08
0187-Qsxoe,Male,1,Yes,No,7,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,89.0,605.45,No,Australia,Oceania,28.46,0.2846,747.6
7733-Udmtp,Female,1,No,No,57,No,No Phone Service,Dsl,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,55.0,3094.05,No,India,Asia,56.25,0.5625,3762.0
2649-Hwlyb,Male,0,Yes,No,65,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Transfer (Automatic),76.15,4929.55,No,India,Asia,72.38,0.7238,5939.7
5214-Chiwj,Male,0,No,No,27,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.3,595.05,No,UK,Europe,22.18,0.2218,657.72
4229-Czmll,Male,0,No,No,6,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.9,469.8,Yes,USA,North America,23.88,0.11939999999999999,359.52000000000004
6904-Jlbgy,Female,1,No,No,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),117.35,8436.25,No,Singapore,Asia,98.79,0.9879000000000001,10139.039999999999
2465-Blleu,Male,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,19.75,19.75,No,USA,North America,5.61,0.056100000000000004,23.7
1685-Vayjf,Male,0,No,No,11,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),45.2,492.0,No,India,Asia,19.23,0.1923,596.64
8874-Ejnsr,Male,0,Yes,Yes,39,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,25.2,987.95,No,USA,North America,31.45,0.3145,1179.36
6917-Yacbp,Female,1,No,No,59,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,89.75,5496.9,No,India,Asia,74.44,0.7444,6354.3
5049-Mubwg,Male,0,No,No,26,Yes,No,Dsl,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Transfer (Automatic),75.0,1908.35,No,USA,North America,39.98,0.3998,2340.0
4223-Wozcm,Male,1,No,No,2,Yes,No,Dsl,No,No,Yes,No,No,No,Month-To-Month,No,Mailed Check,49.95,107.1,No,UK,Europe,14.1,0.141,119.88
0769-Murvm,Female,0,Yes,Yes,72,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),65.7,4575.35,No,Canada,North America,72.4,0.7240000000000001,5676.4800000000005
9253-Vifjq,Male,0,Yes,No,65,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,No,One Year,No,Credit Card (Automatic),67.05,4309.55,No,UK,Europe,67.94,0.6794,5229.9
7030-Fztfm,Male,0,Yes,Yes,72,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),110.9,7922.75,No,UK,Europe,95.38,0.9538,9581.76
9741-Ylntd,Male,0,No,No,6,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),87.95,522.35,No,Canada,North America,27.36,0.2736,633.24
5917-Ryrmg,Male,1,No,No,32,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),19.8,587.7,No,Canada,North America,24.81,0.2481,760.32
5120-Zblai,Female,0,Yes,No,50,Yes,Yes,Dsl,No,No,Yes,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),75.7,3876.2,No,Singapore,Asia,60.29,0.6029,4542.0
